,edad,AniosDireccion,Gastocoche,Aniosempleo,Aniosresiden,ingres
997,32,6,15.200000000000001,13,7,31
5483,31,10,15.600000000000001,5,2,32
2082,32,12,26.400000000000002,0,4,53
4812,28,0,12.9,4,1,26
4945,58,2,29.700000000000003,1,1,60
5130,69,6,29.700000000000003,21,4,61
2280,30,7,12.3,5,5,25
1786,54,11,28.6,23,1,55
5579,43,8,54.6,20,2,109
1139,50,18,31.5,9,1,62
3884,36,15,43.800000000000004,11,1,87
2750,53,32,32.6,24,3,64
5759,38,2,24.200000000000003,5,5,48
1940,34,12,14.0,15,4,28
4268,24,0,12.200000000000001,0,1,24
976,65,25,4.4,2,1,9
4827,33,12,29.900000000000002,1,4,59
5073,31,12,21.8,12,1,43
4107,42,8,68.9,3,1,137
4332,37,12,10.600000000000001,3,4,20
5155,45,8,19.700000000000003,15,2,39
65,33,12,16.3,2,1,33
1670,39,0,39.1,3,1,77
944,59,19,5.5,4,2,11
118,50,30,77.7,14,1,215
3417,36,1,14.9,5,1,31
5388,29,2,14.3,2,4,28
3478,37,18,20.900000000000002,12,1,41
1047,49,21,26.1,15,1,52
4785,36,7,13.4,2,3,25
3585,31,10,24.700000000000003,10,1,51
5117,19,0,9.4,0,3,19
661,50,13,80.1,23,6,318
5681,42,23,14.100000000000001,4,1,28
4256,53,4,51.800000000000004,33,2,108
2908,39,8,22.700000000000003,4,2,46
3941,33,13,11.3,10,3,22
3845,26,3,12.100000000000001,0,4,24
3302,55,19,15.600000000000001,3,2,31
4896,27,8,10.3,1,4,20
4169,40,16,57.300000000000004,19,1,112
2921,27,4,10.600000000000001,8,2,22
2273,45,5,18.8,10,1,38
4404,49,10,21.0,11,1,41
2118,40,15,28.5,8,2,59
2644,46,22,28.400000000000002,10,1,57
3154,41,11,13.8,7,4,28
1997,53,22,96.80000000000001,11,5,194
37,45,23,7.9,1,1,16
4864,60,8,45.800000000000004,31,2,94
878,59,2,15.4,9,1,31
2287,33,7,11.700000000000001,4,1,24
3873,39,0,48.0,12,1,99
1541,36,11,22.700000000000003,10,4,45
5033,41,20,54.6,18,5,107
2683,42,23,13.8,5,3,28
5037,57,13,79.6,36,1,1070
5275,37,1,31.5,15,5,62
647,48,15,66.5,10,2,132
1482,46,5,55.7,27,3,111
2473,51,25,75.0,19,4,205
4203,26,7,50.6,0,1,102
326,26,2,9.4,0,4,19
4049,46,2,32.6,19,4,65
3339,51,32,73.8,24,2,360
5626,30,0,11.5,3,2,23
1426,53,3,85.7,31,5,176
2833,31,2,18.2,10,2,37
3848,46,12,93.0,29,1,186
1622,50,27,74.3,17,2,146
350,43,9,76.9,19,4,156
747,45,10,60.2,11,1,117
3001,34,0,18.3,1,1,36
5032,55,18,8.9,25,1,18
156,35,14,9.3,8,4,19
4301,62,17,69.1,33,1,272
744,39,7,12.200000000000001,9,1,25
343,22,1,8.3,0,7,17
5016,29,4,11.4,3,4,23
1610,35,3,28.700000000000003,10,4,57
5224,45,4,96.30000000000001,21,1,196
4124,38,7,34.1,15,2,70
1655,33,14,34.1,12,4,67
2447,22,0,12.3,6,4,24
830,21,0,13.5,0,4,27
577,40,20,24.6,3,1,49
3184,56,29,76.9,35,1,153
2784,44,25,33.5,5,4,65
1037,58,1,5.800000000000001,0,1,12
1347,37,18,22.400000000000002,3,2,45
1298,26,2,11.3,5,5,24
4906,48,21,69.5,6,5,140
5596,31,7,47.0,8,2,95
5631,37,8,31.0,6,3,63
3929,52,24,45.1,25,2,90
596,28,2,11.3,0,2,22
4303,28,3,17.5,5,3,35
179,37,3,16.1,2,2,32
1742,51,17,36.7,3,3,73
687,30,0,9.4,7,1,19
4250,46,20,29.400000000000002,8,3,57
4123,49,2,63.5,20,1,127
4265,25,0,14.3,2,2,29
3939,42,8,18.8,7,1,38
4476,60,36,42.400000000000006,16,2,85
1984,61,34,13.200000000000001,13,1,26
4768,31,2,26.900000000000002,2,4,56
1429,29,10,12.700000000000001,3,1,26
1232,34,6,15.200000000000001,2,4,31
3350,41,7,29.5,5,2,61
3715,46,21,44.800000000000004,23,3,90
5219,31,0,8.8,7,2,18
3197,58,18,26.3,0,1,53
3002,27,3,16.1,2,1,33
2905,46,10,16.8,1,1,34
1704,39,3,30.700000000000003,5,3,63
2388,27,8,17.8,0,2,36
207,24,0,10.600000000000001,3,1,21
308,46,7,22.5,10,1,46
4518,55,15,46.800000000000004,18,1,95
4390,27,2,12.4,0,1,25
3830,45,10,54.300000000000004,11,1,109
5449,41,22,27.5,3,4,55
5302,66,18,10.200000000000001,35,1,20
826,56,9,75.2,40,3,207
4764,71,13,13.100000000000001,20,1,26
5539,42,21,20.200000000000003,4,4,40
91,60,17,94.10000000000001,29,2,188
4470,52,12,18.400000000000002,9,1,37
1052,36,11,18.1,10,3,36
4610,47,7,9.5,2,1,19
5227,39,5,25.8,9,5,50
4684,44,11,20.0,5,6,41
3778,24,4,7.800000000000001,0,6,16
4586,28,0,22.6,4,3,47
3962,32,2,30.8,7,1,61
4747,52,29,16.900000000000002,1,2,34
281,28,6,11.8,2,2,24
3099,25,1,20.5,8,3,42
2275,47,6,11.4,7,2,22
5634,63,16,12.600000000000001,40,2,26
885,70,3,14.8,29,1,29
5151,34,13,21.200000000000003,2,1,41
2988,50,7,52.800000000000004,32,4,106
3628,40,14,12.200000000000001,3,1,25
3846,59,36,19.5,10,3,39
2574,35,1,23.900000000000002,14,1,47
784,42,7,63.6,17,2,128
4014,45,25,42.5,24,2,84
4134,37,11,34.2,9,4,69
4669,31,5,21.1,1,1,40
1115,62,18,5.1000000000000005,40,1,10
1409,39,10,17.1,7,5,35
1800,54,31,25.6,3,1,50
5332,21,0,9.3,0,3,19
903,74,17,16.400000000000002,25,3,33
4399,38,2,32.1,3,1,65
695,35,9,20.900000000000002,0,1,40
5327,31,10,16.900000000000002,5,2,34
369,50,13,20.400000000000002,15,4,42
3854,58,0,14.600000000000001,7,1,29
5501,45,18,67.60000000000001,26,1,135
3279,38,12,20.1,18,1,40
831,38,14,20.5,3,2,43
1850,37,8,10.8,3,3,22
492,60,7,43.900000000000006,17,1,86
1708,19,0,5.7,0,1,12
3303,32,2,20.5,2,4,40
4922,34,9,9.9,0,5,20
3783,60,24,29.3,20,2,60
3481,31,12,19.200000000000003,11,4,39
2481,38,11,38.6,16,3,77
2403,26,1,11.5,1,4,24
4819,71,32,10.5,12,2,21
2262,47,8,31.900000000000002,11,3,65
4163,28,3,29.700000000000003,4,4,60
2285,57,11,53.2,13,1,106
4938,37,3,8.6,1,2,17
3286,28,3,8.4,2,1,17
3698,38,14,27.400000000000002,14,1,55
630,64,29,7.300000000000001,22,2,15
4176,41,9,58.1,23,4,116
5622,19,0,8.9,0,5,18
0,65,16,34.7,25,1,69
4431,43,15,96.60000000000001,17,2,194
227,30,5,15.3,8,1,31
707,50,5,82.9,27,2,167
2705,20,0,8.4,0,5,17
5094,42,10,20.6,15,1,42
339,51,8,22.900000000000002,5,5,44
1396,41,19,23.8,16,2,48
4960,51,20,35.6,8,2,70
77,44,21,27.900000000000002,12,1,57
1373,41,12,22.3,1,4,45
2591,60,37,82.4,12,3,332
4761,40,18,59.6,19,3,119
353,36,15,15.700000000000001,0,1,32
412,38,0,9.200000000000001,1,2,19
1679,37,16,15.9,15,3,32
5371,33,5,11.200000000000001,3,4,23
634,69,28,6.4,10,2,13
1428,26,4,10.600000000000001,6,1,22
4283,28,5,19.0,8,4,38
5295,40,16,11.100000000000001,5,4,23
2770,62,33,9.0,22,1,18
3987,45,4,12.700000000000001,8,2,25
4309,30,8,18.7,10,2,37
5432,41,20,42.2,5,4,84
3446,33,2,14.0,7,2,29
2319,28,0,15.100000000000001,2,5,30
4950,33,11,50.1,13,2,99
5069,35,4,12.700000000000001,2,4,26
2688,47,11,47.5,14,2,96
1314,28,0,14.4,0,4,30
5036,34,7,26.3,2,5,53
4282,72,48,5.9,26,2,12
3817,19,0,9.5,0,3,19
3036,42,22,28.900000000000002,2,4,58
1254,55,25,42.1,17,1,86
5456,31,9,14.100000000000001,1,1,28
1976,29,4,9.9,5,5,21
5235,25,3,21.400000000000002,0,4,43
4178,52,22,21.5,5,1,44
835,42,17,21.6,8,1,42
4544,30,6,19.700000000000003,5,4,39
4617,56,17,20.400000000000002,37,2,40
5021,28,6,21.700000000000003,2,6,43
1869,38,16,12.9,7,1,26
5306,65,32,19.8,12,1,40
4894,30,2,17.2,7,3,34
3784,44,9,14.3,9,1,29
4166,45,16,30.6,18,2,61
3798,53,7,76.0,30,2,150
4671,51,10,30.3,16,2,62
5062,30,11,30.5,10,2,61
5134,34,7,10.3,1,4,21
3776,47,11,64.5,27,1,132
1583,29,6,21.200000000000003,9,1,40
1663,45,22,32.5,13,5,64
1029,52,32,21.900000000000002,13,2,42
1348,58,20,29.1,14,4,58
1405,55,34,13.4,13,1,27
3539,45,24,58.300000000000004,7,1,118
1150,39,14,22.3,11,2,43
663,32,5,9.0,3,4,18
5378,36,2,32.0,16,1,65
4374,66,2,75.10000000000001,20,2,151
1837,48,17,46.2,23,4,96
3186,19,0,7.9,0,3,16
1727,30,7,16.3,2,1,33
1317,47,2,69.60000000000001,22,2,139
2846,36,15,22.700000000000003,13,1,44
602,46,8,13.3,10,2,27
3407,50,3,11.700000000000001,1,1,23
3703,62,23,28.1,26,2,57
4733,50,3,17.1,10,5,35
3300,33,2,22.8,12,3,46
4774,45,18,10.700000000000001,1,1,22
4599,44,9,23.400000000000002,16,1,49
3093,38,4,17.6,2,2,35
2684,30,5,24.1,5,4,50
5083,52,29,40.7,17,2,81
2646,47,23,17.5,2,4,35
5542,29,0,25.8,8,1,50
2714,36,2,17.3,16,4,35
3437,37,10,23.1,11,3,49
3893,61,3,26.6,10,2,53
1810,35,8,24.1,9,1,47
142,26,1,9.4,0,1,19
3017,47,12,16.8,1,1,33
2226,39,3,29.5,13,2,59
2941,31,0,11.9,3,2,25
2193,57,25,4.5,25,1,9
1308,19,0,18.900000000000002,0,4,38
3881,38,12,22.0,0,7,45
229,41,17,50.6,6,2,103
1739,32,5,13.8,2,2,27
645,37,10,21.700000000000003,9,7,44
2894,20,1,9.200000000000001,0,1,18
2074,60,16,6.9,36,3,14
3810,45,8,86.2,16,1,174
5343,20,1,17.5,0,1,36
1623,51,26,77.5,32,3,242
106,51,25,17.1,8,5,35
3555,51,5,56.400000000000006,26,3,114
2152,35,14,16.400000000000002,7,1,33
3278,36,8,27.400000000000002,5,1,54
1007,38,10,7.5,0,4,15
1858,30,0,18.0,8,1,36
756,30,6,31.700000000000003,10,3,62
2342,52,29,42.6,29,1,86
2110,30,7,10.8,8,2,23
4368,42,21,35.1,20,2,70
2522,28,7,7.5,0,6,15
2022,53,0,59.400000000000006,20,1,118
1117,54,23,16.2,15,3,33
1642,34,14,13.200000000000001,6,1,26
2727,61,7,8.5,21,3,17
5115,31,10,22.0,10,2,43
5345,48,26,11.600000000000001,0,1,23
334,49,20,21.6,4,1,42
1529,42,5,16.6,13,4,34
1985,53,11,34.7,1,4,70
2229,26,7,9.0,1,5,18
333,39,9,54.900000000000006,16,2,108
4649,43,22,47.6,5,1,94
1771,57,27,12.600000000000001,6,2,25
3950,40,10,30.400000000000002,11,1,59
1723,40,16,31.200000000000003,11,1,62
471,64,24,74.3,32,2,150
276,31,6,11.600000000000001,7,1,22
3781,24,0,7.5,0,1,15
3078,38,0,16.8,11,4,34
614,28,4,23.3,7,2,46
4500,25,1,10.9,1,3,21
4766,37,6,24.1,8,4,46
5429,40,12,19.3,1,1,38
5194,74,30,5.1000000000000005,3,1,10
1965,63,3,4.5,17,2,9
3122,37,7,16.8,11,1,33
2425,56,2,28.400000000000002,5,1,55
4842,40,10,26.700000000000003,16,2,54
376,37,10,67.3,4,1,135
1891,67,45,32.5,16,1,65
1841,33,12,11.600000000000001,8,5,23
1865,47,18,17.400000000000002,9,4,35
3655,52,27,18.1,8,3,35
171,28,0,13.700000000000001,8,1,28
939,57,4,56.7,24,3,111
259,39,16,9.5,0,3,19
3968,47,0,41.1,21,3,83
3364,71,27,80.80000000000001,18,1,161
2353,24,4,8.0,2,2,16
1257,27,8,10.200000000000001,3,7,20
2036,30,3,17.7,1,2,35
5179,18,0,12.3,0,4,25
4156,35,7,39.0,11,2,82
4757,39,10,19.6,7,3,40
4705,45,23,18.7,1,2,37
4700,24,0,9.9,1,2,20
2749,20,0,6.300000000000001,0,2,13
2797,42,6,33.9,16,2,69
2746,69,37,4.5,3,2,9
3501,37,5,27.400000000000002,14,1,56
2086,48,13,44.800000000000004,18,1,90
1960,62,25,59.900000000000006,30,2,122
1083,45,22,90.0,17,1,180
5208,37,14,9.4,1,2,20
297,22,3,11.700000000000001,3,1,23
402,40,2,21.0,14,1,42
2871,71,52,4.9,18,1,10
2647,43,17,80.7,19,5,159
3610,39,17,14.8,0,4,29
2843,41,7,41.7,14,2,83
1235,38,19,11.600000000000001,0,6,23
4367,38,9,24.6,7,1,49
5616,24,3,12.600000000000001,1,6,25
2444,48,18,13.0,2,1,26
790,58,21,82.3,33,2,316
2083,47,12,64.8,6,2,130
4934,19,0,7.9,0,6,16
1593,48,18,26.900000000000002,11,5,55
110,39,16,20.1,11,2,42
3558,26,1,19.5,2,1,40
216,38,5,28.0,0,1,55
2792,51,24,33.2,13,2,66
2956,32,3,23.900000000000002,6,1,47
4603,32,10,12.200000000000001,5,6,26
5078,47,18,89.7,19,5,181
4727,70,1,42.7,17,2,86
264,29,9,12.4,4,3,26
4595,36,16,20.3,13,2,40
5310,21,0,11.8,0,1,24
1964,36,17,12.5,4,1,25
1437,43,2,21.900000000000002,15,1,43
2969,59,30,43.800000000000004,28,3,87
4255,42,7,27.8,12,5,57
2824,57,11,42.7,32,1,86
413,33,0,15.5,8,4,31
1351,61,20,99.30000000000001,32,2,200
606,40,4,10.700000000000001,3,1,21
2197,35,5,25.3,19,5,49
1545,28,3,12.9,7,3,25
4432,73,8,78.3,57,5,527
3882,43,1,73.5,14,1,147
5481,47,3,39.800000000000004,10,1,81
3063,43,21,13.8,8,5,27
311,42,7,46.400000000000006,21,1,94
4839,28,0,13.100000000000001,7,1,25
5422,30,2,13.8,3,2,28
5315,41,13,62.400000000000006,16,2,126
3609,41,21,30.5,13,2,60
1424,54,26,11.600000000000001,5,7,23
4036,38,3,22.0,5,4,42
4341,34,15,17.400000000000002,14,2,35
2344,59,3,10.100000000000001,1,1,20
1825,53,24,79.0,33,2,157
4852,48,15,64.2,28,4,129
1263,48,1,34.300000000000004,25,3,69
3066,59,0,23.700000000000003,1,1,47
2168,32,2,23.200000000000003,8,4,47
918,34,9,10.3,2,7,21
4538,46,23,71.4,14,2,141
1586,31,12,17.0,1,1,34
46,61,9,19.8,11,1,40
3409,69,38,70.2,31,2,458
510,64,43,53.1,22,1,106
2711,69,0,32.4,42,1,65
2564,35,11,16.8,3,4,35
4258,57,6,78.0,29,2,290
5353,62,19,5.300000000000001,18,4,11
3745,53,15,80.2,20,1,160
825,52,23,62.800000000000004,28,2,126
1230,43,2,19.8,11,1,41
3427,54,0,30.6,19,1,62
3668,50,13,11.100000000000001,3,3,22
1450,64,17,18.900000000000002,32,2,37
921,24,4,12.4,2,1,25
2391,20,1,16.3,0,1,33
597,55,23,47.400000000000006,25,2,93
1872,42,14,46.400000000000006,21,1,93
5475,29,6,13.3,0,1,27
3842,66,28,61.300000000000004,37,2,119
926,56,7,76.8,19,1,298
2433,57,10,71.3,31,1,232
3369,33,7,9.3,1,2,19
5713,43,2,28.200000000000003,9,1,55
385,61,29,7.1000000000000005,10,2,14
2666,40,12,48.2,14,3,95
40,48,17,27.8,18,6,56
5694,40,8,16.400000000000002,0,3,33
5072,24,5,23.6,1,1,47
2870,34,2,27.700000000000003,13,5,56
2802,39,10,19.3,11,4,39
3092,27,4,15.8,2,4,32
4121,40,14,27.700000000000003,4,1,55
1887,48,8,39.800000000000004,17,1,82
1174,26,5,57.7,0,2,116
4630,29,10,14.9,6,1,30
768,37,6,50.400000000000006,14,1,99
503,38,0,36.9,17,8,74
1842,41,10,41.0,12,5,82
4164,35,11,14.0,0,1,27
2410,35,0,22.900000000000002,13,2,44
4647,23,3,31.6,0,2,63
915,45,18,25.6,15,2,51
5338,24,0,10.8,0,3,22
501,24,4,9.0,2,3,18
819,46,7,36.7,12,3,73
4236,30,5,12.0,0,5,24
1504,47,27,58.900000000000006,12,2,118
2923,21,2,5.800000000000001,0,1,12
3959,35,15,21.5,5,1,43
4943,51,7,32.2,6,1,65
114,21,2,10.0,0,3,20
228,50,8,41.6,17,1,84
4249,42,4,15.200000000000001,13,2,31
2150,47,8,48.900000000000006,21,1,97
3485,34,4,17.400000000000002,7,1,36
3298,21,2,29.700000000000003,0,4,59
4691,45,22,81.5,20,4,161
4686,29,6,19.0,11,1,38
3174,38,10,19.5,7,1,39
1286,31,9,15.8,5,3,32
3526,39,2,47.300000000000004,12,1,92
907,59,10,19.1,1,1,39
2842,59,16,64.2,21,1,128
3977,39,14,12.700000000000001,5,2,26
2804,33,6,25.0,6,3,50
3470,51,4,36.2,7,1,74
3280,65,42,4.3,9,2,9
1927,62,6,22.700000000000003,11,1,45
1609,44,12,13.700000000000001,0,5,28
950,56,12,76.4,27,1,429
4709,39,9,43.6,12,5,90
4519,62,4,8.6,15,1,17
4350,26,4,9.5,5,1,19
5498,47,12,29.5,6,1,57
5074,44,0,23.700000000000003,8,1,47
5610,51,20,15.5,5,3,31
668,44,16,14.9,1,1,30
2206,26,6,15.700000000000001,1,2,31
1565,52,8,29.700000000000003,12,1,60
1186,59,37,28.8,4,1,56
1451,41,0,42.0,18,2,84
2228,71,42,49.5,35,1,99
1921,34,8,38.2,15,2,77
4348,61,35,26.900000000000002,15,2,55
4927,62,29,67.7,16,1,138
2586,65,35,77.1,40,2,235
5085,47,14,79.9,21,3,205
3460,30,0,23.0,4,3,47
1804,48,10,69.2,26,3,137
3690,39,13,33.9,5,3,71
2063,29,3,20.700000000000003,4,4,43
4314,41,22,19.1,20,1,39
2742,52,21,97.10000000000001,28,2,192
5398,28,5,11.700000000000001,0,2,23
4294,62,42,42.1,25,2,83
4239,47,16,42.900000000000006,18,1,83
792,63,7,5.0,2,2,10
2091,47,8,47.0,24,4,95
357,60,4,16.6,1,4,33
1769,28,7,10.0,0,3,20
3600,21,0,9.5,0,3,19
567,36,13,28.400000000000002,14,2,57
1320,53,2,77.8,22,6,203
2399,23,4,20.700000000000003,0,5,42
679,32,12,8.5,1,1,17
1181,56,7,17.5,6,2,36
3345,45,24,31.6,2,2,65
3012,50,29,25.700000000000003,3,1,49
973,32,3,18.900000000000002,5,1,37
3259,37,0,33.7,16,2,69
4406,38,10,31.0,20,1,63
3938,25,0,11.5,0,1,23
2779,34,0,14.8,3,1,30
1388,57,18,13.0,1,1,27
4465,25,6,24.3,2,4,49
989,40,18,15.100000000000001,1,1,31
851,35,11,22.700000000000003,13,1,44
879,45,11,29.0,14,4,59
2316,41,19,15.700000000000001,12,2,32
1849,60,21,72.1,34,1,423
1124,30,0,13.5,2,1,27
2191,54,0,19.0,2,2,39
1720,56,23,89.60000000000001,25,2,181
1129,38,12,23.6,13,1,49
625,50,15,23.6,10,7,46
2151,57,15,74.6,35,4,240
1936,35,5,24.3,9,4,49
217,26,6,11.9,2,5,24
556,22,1,49.5,0,1,99
4098,42,0,16.0,3,3,33
3602,56,14,32.0,20,1,64
1794,31,8,19.400000000000002,4,1,39
3123,32,9,11.0,0,1,22
4388,67,33,12.0,41,1,25
1832,52,31,30.8,24,4,63
847,23,2,10.200000000000001,0,2,20
4720,57,4,66.7,17,2,134
1543,45,3,73.2,26,1,276
2028,44,5,25.400000000000002,16,4,50
5242,32,8,17.6,0,3,36
1366,36,2,20.200000000000003,4,1,40
992,59,4,15.200000000000001,5,3,30
2631,75,9,5.4,6,1,11
1866,49,2,50.800000000000004,21,2,103
2021,52,18,23.400000000000002,23,1,46
2455,49,16,11.9,9,3,23
3716,49,23,59.7,24,2,125
107,36,2,24.1,14,4,50
4233,42,23,22.900000000000002,12,6,45
3334,55,33,18.8,2,3,38
4488,66,1,6.5,33,2,13
5731,32,6,14.8,8,1,31
2157,61,9,75.2,34,1,153
1293,45,7,18.6,4,4,37
1813,25,4,12.8,4,6,26
86,62,3,41.2,23,2,81
2459,25,6,12.9,1,4,26
2458,37,2,25.8,14,2,51
3097,63,6,18.8,21,3,40
3468,45,3,22.900000000000002,5,2,46
833,29,8,16.0,1,1,33
2500,36,2,22.8,10,5,46
2360,42,21,19.1,8,2,38
1160,55,13,75.6,35,2,533
794,40,4,10.200000000000001,0,2,21
5318,20,0,10.600000000000001,0,3,21
2195,30,3,17.1,11,2,35
3271,47,1,78.4,22,2,159
3161,66,45,9.600000000000001,20,2,19
241,33,12,17.8,6,1,36
2596,30,3,25.8,5,2,53
1279,49,0,36.800000000000004,27,1,74
1136,44,10,14.200000000000001,11,6,30
404,56,16,68.10000000000001,22,2,137
5365,58,20,16.900000000000002,12,1,34
2726,51,12,16.3,0,1,33
3356,39,7,46.400000000000006,12,2,93
4262,60,25,12.0,9,2,25
1108,63,31,73.0,45,2,478
315,33,0,19.3,2,1,38
4749,21,0,19.700000000000003,0,1,39
1926,25,2,9.5,3,2,19
252,37,15,36.2,9,1,72
5723,54,3,14.200000000000001,19,2,28
4542,45,26,26.0,10,2,50
4435,54,5,65.60000000000001,33,1,130
2534,54,34,77.4,22,1,259
3790,49,21,60.800000000000004,28,1,119
1892,53,20,31.8,15,1,65
3597,46,1,32.4,10,1,63
3770,40,6,64.9,13,1,130
1659,34,8,29.700000000000003,4,5,60
1829,56,27,79.1,39,1,244
1748,21,2,7.9,0,1,16
4131,29,8,22.5,6,5,44
911,30,1,29.700000000000003,8,2,57
1578,40,13,25.1,16,1,51
164,30,6,18.900000000000002,0,1,38
1085,59,23,44.7,18,2,85
4237,51,19,19.5,0,2,40
5745,49,24,29.200000000000003,2,2,59
4158,59,6,75.60000000000001,13,2,145
3034,45,19,15.700000000000001,5,1,33
3080,30,7,11.5,5,5,24
2261,43,8,28.5,19,1,57
1466,25,0,15.5,5,3,31
3023,74,19,25.3,20,2,52
1295,32,3,9.4,1,2,19
3785,56,0,24.6,1,1,47
4641,51,17,43.0,12,1,89
1231,41,1,48.800000000000004,6,1,97
2520,48,17,66.9,21,1,297
3828,57,26,93.5,15,2,185
574,54,1,66.60000000000001,12,1,131
2027,43,16,27.700000000000003,18,2,55
1201,65,36,91.0,35,1,181
1932,46,10,69.3,23,4,332
1301,63,31,51.400000000000006,17,1,103
1040,32,10,14.100000000000001,2,5,29
3761,42,11,74.4,15,1,150
4883,57,35,95.0,23,2,189
1325,33,0,16.1,1,1,32
1724,40,13,12.5,7,3,25
1895,27,4,20.3,0,5,40
5642,24,0,10.600000000000001,6,2,22
1330,23,1,15.8,0,6,32
3896,47,3,29.900000000000002,28,5,60
4129,39,12,33.2,9,3,67
4902,24,2,7.2,3,1,15
1510,43,0,21.200000000000003,15,1,42
2580,45,0,34.5,0,1,70
966,35,12,15.700000000000001,12,2,32
2976,56,10,4.7,15,2,10
1369,51,27,9.8,1,5,21
2452,46,1,31.400000000000002,10,1,62
4089,36,3,28.700000000000003,3,2,58
3792,57,13,75.8,26,3,148
147,37,15,24.700000000000003,5,6,51
5173,47,24,23.1,16,2,47
4847,51,21,86.2,35,4,176
3752,31,11,17.5,0,5,35
1633,34,0,46.1,12,6,89
4872,55,6,27.1,9,2,55
3507,46,4,14.3,6,1,29
4114,26,1,25.900000000000002,2,4,51
811,39,11,27.6,8,2,54
1175,32,5,12.200000000000001,5,2,25
3713,33,5,15.3,0,5,32
5570,21,0,8.700000000000001,0,2,17
817,34,2,19.900000000000002,11,1,41
3079,74,24,10.700000000000001,16,2,22
2723,35,8,17.8,8,1,35
4058,42,15,8.4,0,4,17
652,42,20,28.400000000000002,23,1,57
1669,20,0,24.700000000000003,0,5,49
41,39,17,19.900000000000002,1,3,40
4128,57,3,40.400000000000006,20,1,80
4443,44,10,31.5,8,3,63
1214,64,1,5.0,20,1,10
1471,61,9,24.0,21,2,50
607,48,21,46.300000000000004,22,5,98
3838,39,16,44.0,21,6,85
3520,39,6,34.300000000000004,21,4,69
1226,56,37,26.6,8,1,54
1054,33,1,8.1,0,4,16
782,29,5,26.5,9,4,54
3395,59,21,21.0,5,1,41
5647,27,2,18.1,2,2,36
214,22,3,10.3,0,1,21
3088,42,2,79.80000000000001,22,7,157
3975,39,11,22.200000000000003,7,1,43
4948,44,16,20.700000000000003,2,5,43
2820,47,23,62.6,1,3,125
393,46,8,41.400000000000006,13,2,83
2950,55,18,12.600000000000001,6,3,26
1067,41,16,23.1,1,3,46
566,64,32,7.9,28,2,16
702,27,1,20.1,4,2,40
4814,45,9,83.9,19,2,169
7,37,13,17.5,3,3,35
2073,51,10,12.9,10,1,25
1157,45,19,33.800000000000004,16,1,67
2503,27,6,17.0,3,4,35
2055,51,30,46.400000000000006,5,2,95
1641,36,14,16.0,12,2,33
1847,26,6,21.3,0,3,44
3173,22,3,11.0,1,3,22
3039,50,7,92.60000000000001,32,1,188
2701,67,38,4.800000000000001,27,1,10
1310,50,14,24.1,15,4,49
4754,38,16,14.200000000000001,4,2,28
3423,55,2,74.7,1,4,312
1764,63,37,77.1,35,2,382
715,49,29,54.900000000000006,17,3,111
2979,42,18,66.0,14,3,132
1455,57,4,77.1,23,2,309
1939,60,30,27.5,21,1,53
3914,58,38,7.6000000000000005,5,1,15
3954,29,0,14.9,7,1,30
3774,54,23,22.900000000000002,4,2,47
5444,56,10,89.60000000000001,29,1,179
5047,39,10,11.3,3,3,23
2450,43,7,17.7,9,2,35
734,49,19,96.4,7,2,195
5698,27,6,18.7,5,5,38
5138,61,19,7.5,43,1,15
729,31,7,8.0,0,2,16
4302,23,2,27.0,0,1,51
2817,39,11,52.900000000000006,6,2,103
1358,31,11,14.700000000000001,0,3,30
5200,48,1,30.6,20,4,62
78,33,0,10.700000000000001,1,5,21
4810,46,20,64.4,21,1,128
2697,31,1,24.6,13,3,49
1542,41,19,31.900000000000002,16,1,64
3056,47,13,37.9,22,2,74
3400,31,12,17.1,2,1,35
677,38,19,71.4,18,1,143
764,31,11,17.2,4,1,34
477,44,20,34.2,10,2,68
4966,25,0,10.600000000000001,0,7,22
2885,30,10,28.6,6,4,56
1211,24,0,10.5,0,9,21
5082,25,3,11.3,0,1,23
696,60,30,34.300000000000004,15,1,67
468,72,38,11.8,35,2,23
598,52,22,92.0,28,2,184
4328,36,16,42.0,13,4,84
4317,61,14,90.0,41,1,179
4910,59,30,10.100000000000001,7,1,22
5164,63,23,58.1,38,1,118
3926,29,5,9.600000000000001,6,4,19
5426,44,8,75.2,11,2,240
4161,37,15,15.0,6,1,30
4963,44,11,24.5,11,1,51
2718,39,11,21.5,10,6,44
5658,40,5,75.8,13,3,212
5454,33,1,37.1,9,1,72
2707,22,3,6.9,1,2,14
269,28,5,10.3,1,5,20
1784,48,22,18.0,5,4,36
5455,59,3,68.1,39,3,607
5488,46,15,87.5,28,1,174
2409,44,19,19.700000000000003,13,4,39
119,62,3,21.8,4,1,44
2886,40,5,33.2,4,1,68
486,56,22,11.0,5,2,22
5558,21,0,11.0,0,2,22
405,38,7,10.8,5,1,21
5052,42,7,19.400000000000002,10,1,39
3603,48,7,44.6,22,1,91
2942,64,4,7.300000000000001,1,2,15
5482,29,6,14.4,0,1,28
467,43,12,73.8,12,2,224
5255,49,18,26.0,0,5,53
3165,54,6,34.0,10,1,67
940,23,0,27.8,0,3,55
1773,35,1,36.5,11,1,72
4522,69,2,4.5,21,1,9
2825,67,12,22.8,8,2,45
2830,49,20,20.200000000000003,10,2,42
3419,47,17,86.9,29,5,172
5649,40,6,12.100000000000001,0,3,25
1336,32,12,12.700000000000001,12,4,26
